auc,loss,precision,recall,val_auc,val_loss,val_precision,val_recall
0.5541995167732239,0.96502286195755,0.3058176636695862,0.4507679045200348,0.6245954632759094,0.6552786827087402,0.44316843152046204,0.3029388189315796
0.6232377886772156,0.5747072696685791,0.609456479549408,0.30884674191474915,0.6590489745140076,0.5381901860237122,0.5783933401107788,0.21014492213726044
0.667234480381012,0.510623574256897,0.6486313343048096,0.30233848094940186,0.6741748452186584,0.5131593942642212,0.5921106338500977,0.29307568073272705
0.6697435975074768,0.4941796362400055,0.6458105444908142,0.30263325572013855,0.6821504235267639,0.5042908191680908,0.5906503796577454,0.29247182607650757
0.6705601215362549,0.4869058132171631,0.6458027958869934,0.30081960558891296,0.6854726672172546,0.49896085262298584,0.5855312943458557,0.31280192732810974
0.670558750629425,0.48224371671676636,0.6474175453186035,0.29902273416519165,0.6862626075744629,0.4952937364578247,0.5923541188240051,0.29629629850387573
0.6702414751052856,0.4795328378677368,0.6466972231864929,0.3008664548397064,0.6894587278366089,0.49183744192123413,0.604032576084137,0.2834138572216034
0.6684746742248535,0.4779414236545563,0.6459125876426697,0.29689499735832214,0.6888502240180969,0.4880698025226593,0.6219915151596069,0.26529791951179504
0.6538057327270508,0.4893527626991272,0.6188369393348694,0.32824233174324036,0.6876915097236633,0.5014714002609253,0.5900243520736694,0.29287439584732056
0.6822628378868103,0.48101839423179626,0.632013738155365,0.3457684814929962,0.6878222227096558,0.5031070709228516,0.5782572031021118,0.2751610279083252
0.7033193707466125,0.47384893894195557,0.648015022277832,0.35384485125541687,0.6891690492630005,0.5057939291000366,0.5792636871337891,0.3103864789009094
0.7150432467460632,0.4683360457420349,0.6535957455635071,0.3642183542251587,0.6901944875717163,0.5095421671867371,0.5486956238746643,0.381038635969162
0.726600170135498,0.46393099427223206,0.6622577905654907,0.36762571334838867,0.694631040096283,0.5162947773933411,0.5194677114486694,0.4243156313896179
0.7323223948478699,0.4605339467525482,0.6691220998764038,0.37600818276405334,0.7015426158905029,0.5076398253440857,0.5252525210380554,0.42914652824401855
0.7416152954101562,0.45699527859687805,0.6691672801971436,0.3807247281074524,0.7119752764701843,0.49934542179107666,0.5356513261795044,0.4279388189315796
0.747349202632904,0.4538049101829529,0.679362952709198,0.38569480180740356,0.7233263850212097,0.4945032298564911,0.5619680881500244,0.4253220558166504
0.7536112666130066,0.4504256546497345,0.6880906224250793,0.3911912739276886,0.734151303768158,0.48333221673965454,0.5971984267234802,0.42049112915992737
0.7599728107452393,0.44784900546073914,0.6886231899261475,0.39510011672973633,0.7435503602027893,0.4705735743045807,0.6238254308700562,0.4142512083053589
0.7649202942848206,0.44460001587867737,0.6925005316734314,0.40055447816848755,0.7521381378173828,0.4588428735733032,0.6356114149093628,0.41747182607650757
0.7705456614494324,0.4419573247432709,0.6991497278213501,0.40343019366264343,0.7563363313674927,0.4498898684978485,0.6567357778549194,0.4082125723361969
0.7733280658721924,0.4400676190853119,0.6998313665390015,0.4070015251636505,0.7609499096870422,0.44614750146865845,0.6548672318458557,0.4170692563056946
0.7740241885185242,0.4385688900947571,0.700742244720459,0.4068874418735504,0.7639203071594238,0.44668757915496826,0.664467453956604,0.4257246255874634
0.7813485264778137,0.4355684518814087,0.7083241939544678,0.41441863775253296,0.7669873237609863,0.4389972984790802,0.6616113781929016,0.4214975833892822
0.7821477651596069,0.43340277671813965,0.7100544571876526,0.4168868660926819,0.7694833874702454,0.4374072849750519,0.6742765307426453,0.4221014380455017
0.7864170074462891,0.431277871131897,0.7137017250061035,0.4165920913219452,0.7712153792381287,0.4390902519226074,0.6691335439682007,0.43679550290107727
0.7904391884803772,0.42947715520858765,0.7172229290008545,0.4224553406238556,0.7725793123245239,0.43577754497528076,0.6856386661529541,0.4170692563056946
0.793409526348114,0.427315890789032,0.7201619148254395,0.42489123344421387,0.7748839259147644,0.4402783215045929,0.6727660894393921,0.4440418779850006
0.7952266335487366,0.42607665061950684,0.7208475470542908,0.42416736483573914,0.777533769607544,0.4342294931411743,0.6851022839546204,0.43136072158813477
